Height (cm),Weight (kg),Chest (cm),Waist (cm),Hip (cm),Size Purchased,Size Exchanged
152,55,81,66,110,M,XL
160,50,92,92,99,XS,L
165,61,96,83,86,M,XL
167,63,96,65,106,S,S
159,50,100,75,95,M,XL
167,71,107,77,101,XS,L
168,60,85,82,92,XS,S
185,52,107,74,114,XL,S
152,55,82,65,108,L,S
187,70,82,80,97,XL,L
158,81,100,67,103,XL,XL
155,59,84,67,113,M,S
174,72,95,68,106,L,S
188,55,100,71,93,L,M
177,72,103,77,105,XS,XL
182,77,95,73,113,XS,S
186,79,103,67,100,XL,XL
170,81,83,91,93,L,S
151,83,88,74,112,S,L
187,71,95,79,93,XL,S
189,80,80,65,90,S,L
186,70,100,91,94,L,M
177,69,103,85,95,M,XL
171,64,88,71,108,S,XL
162,60,106,71,91,S,S
171,78,98,72,92,L,XL
173,85,94,90,99,L,XL
153,72,83,69,103,S,L
177,64,94,77,102,S,XL
164,52,92,77,101,XS,M
150,81,107,94,87,XS,S
163,89,99,82,91,S,S
150,71,97,94,94,XL,L
187,63,107,71,109,S,S
170,70,80,74,101,S,L
178,64,98,74,99,L,M
159,50,105,75,101,XS,L
177,73,96,76,87,L,M
170,61,108,94,88,XS,M
156,59,106,77,111,S,M
169,60,98,81,97,XL,L
184,58,95,78,112,XS,XL
153,63,109,81,102,M,S
154,68,97,83,95,M,L
150,80,81,80,105,M,L
161,85,106,84,100,XL,XL
176,88,85,74,105,XL,L
172,75,86,93,113,L,XL
174,57,85,73,103,XS,S
170,73,106,65,110,S,L
173,57,85,88,107,S,XL
174,68,88,67,112,M,XL
181,79,87,75,101,XL,XL
181,71,109,71,102,XL,XL
185,53,101,77,98,XS,L
165,57,88,87,109,XS,XL
182,50,91,89,114,L,M
170,77,97,82,104,M,L
155,85,85,88,109,XL,XL
184,60,102,80,91,XL,XL
188,54,107,85,101,XL,L
171,73,83,74,89,S,S
154,67,104,73,106,L,L
166,77,97,83,111,L,S
161,62,108,67,108,S,L
172,54,99,91,110,S,L
165,79,84,92,97,M,L
152,50,97,90,108,M,M
179,71,89,88,113,XL,L
158,54,80,66,98,XL,XL
186,55,82,94,93,S,L
172,76,94,94,88,S,S
162,74,93,72,106,XS,M
181,78,80,82,103,S,M
172,77,100,72,85,XL,M
166,65,87,69,113,XS,S
189,61,86,70,97,S,S
170,69,88,94,90,XS,S
151,67,97,74,85,S,S
155,72,87,92,111,XL,XL
167,76,87,68,106,XL,S
179,66,109,67,101,XS,XL
171,70,85,88,111,L,L
182,89,82,73,113,XS,XL
179,80,81,80,87,XS,L
166,52,93,93,101,M,M
181,66,87,80,86,XS,L
159,72,83,88,91,M,L
185,55,84,73,85,M,M
183,77,100,81,110,XS,M
158,57,92,85,105,M,XL
177,57,88,76,106,XL,XL
160,68,92,87,99,M,M
163,87,108,72,88,M,L
188,78,88,78,90,S,L
168,72,103,91,105,XL,S
177,59,95,76,113,S,L
173,76,91,91,111,XL,M
158,88,109,84,97,XS,XL
182,78,98,87,104,M,M
182,52,109,69,85,XL,M
168,86,95,65,86,M,XL
152,80,103,77,90,XL,L
159,60,92,78,114,XS,XL
189,71,84,66,113,M,M
150,67,102,80,110,XL,L
178,84,109,69,113,S,XL
183,55,103,86,95,M,L
150,54,100,76,97,S,L
183,58,103,83,105,M,M
178,77,96,86,96,XL,XL
162,68,96,86,104,L,L
178,77,96,87,91,S,S
188,76,82,74,104,XL,XL
173,62,105,76,91,S,XL
175,87,92,94,111,M,S
166,70,91,94,108,XS,L
162,55,101,80,86,S,M
175,60,108,77,85,M,M
152,66,92,71,105,XL,M
156,88,93,92,113,M,XL
188,56,86,91,97,L,M
150,79,84,67,96,XL,XL
166,70,93,69,97,L,S
174,50,97,68,91,M,M
152,74,83,92,96,M,S
178,57,86,81,111,L,XL
181,54,99,76,92,XS,XL
175,79,92,87,87,L,L
165,57,83,78,91,L,M
174,68,92,93,103,XL,L
177,79,83,68,104,XL,L
158,64,82,81,92,S,S
150,85,87,75,98,XS,XL
178,76,99,70,98,M,S
171,62,87,68,86,XS,XL
165,63,104,77,90,XS,XL
156,86,96,84,100,XS,L
163,79,94,79,110,S,S
178,88,83,82,93,S,S
168,62,85,81,110,XS,XL
168,65,103,83,109,M,S
151,56,109,74,105,M,M
164,76,101,69,99,M,S
160,64,85,89,99,XL,S
179,77,89,94,106,M,M
189,84,83,79,96,XL,S
167,56,88,87,93,XS,M
181,81,86,72,90,XS,L
157,87,93,92,104,XS,XL
171,89,106,84,112,L,XL
155,81,85,86,111,XS,XL
185,69,91,94,105,XS,M
177,64,106,80,94,S,L
167,71,94,90,98,L,M
151,71,80,69,113,L,L
162,70,94,78,87,XS,L
164,51,94,66,114,XL,S
169,89,106,81,96,L,XL
178,67,95,93,109,L,L
178,72,100,70,85,L,XL
152,62,80,75,108,M,M
168,58,108,66,105,XL,XL
163,50,91,89,94,XS,XL
153,53,107,69,102,M,S
160,63,86,72,85,XL,S
180,81,84,68,94,S,L
179,89,80,69,96,XL,XL
151,63,80,88,95,S,S
177,74,87,86,114,M,M
180,57,90,82,89,L,S
183,77,93,75,111,XS,L
164,70,108,81,88,S,L
174,72,104,93,104,XS,S
157,57,92,82,97,XL,L
158,80,98,68,92,XL,S
186,86,91,83,100,L,XL
181,89,98,69,101,S,S
166,76,105,68,99,L,XL
184,89,83,80,108,L,M
186,67,107,74,99,S,L
168,84,83,73,102,M,S
156,76,105,84,90,S,XL
177,66,85,86,86,XS,S
158,89,84,94,89,XL,S
177,51,90,90,103,S,XL
155,80,104,81,91,M,S
166,83,82,82,86,L,L
180,66,108,73,113,XL,L
152,63,91,70,108,M,S
170,63,82,70,98,XS,XL
175,87,99,75,110,M,XL
185,84,96,89,108,XL,M
171,78,91,84,114,S,L
161,53,104,67,99,M,XL
162,82,97,87,96,L,L
160,66,83,76,104,S,XL
165,77,89,79,88,M,L
189,57,109,89,97,S,M
189,83,87,86,113,XS,M
179,80,98,86,96,XL,S
179,76,92,79,94,L,S
161,65,104,72,93,XS,L
164,61,86,79,91,L,L
165,71,107,80,109,L,L
166,65,100,84,96,XS,XL
175,61,85,67,100,M,M
151,60,90,91,99,L,XL
161,69,96,69,91,XL,L
175,50,98,67,92,XL,L
172,76,107,91,91,S,L
167,52,104,92,95,M,XL
181,61,91,66,88,M,M
187,79,100,66,112,S,L
152,58,100,68,102,L,S
187,86,103,67,103,XS,M
152,50,106,73,91,M,S
179,53,106,94,114,M,S
150,64,92,87,111,L,M
179,76,97,86,111,XS,S
177,72,86,76,93,M,XL
170,64,104,88,113,L,L
176,80,107,83,111,XL,L
185,88,84,76,102,S,L
171,79,95,90,91,XS,L
159,67,101,87,104,S,M
188,53,83,89,100,XS,XL
164,71,109,65,107,XL,L
164,52,107,74,112,XS,XL
153,64,102,89,89,M,S
181,84,80,94,91,XL,L
172,87,83,87,90,S,S
155,82,82,74,113,M,XL
169,50,83,68,112,XL,XL
186,75,80,93,91,XS,M
169,57,91,75,105,XS,M
161,65,92,92,93,S,XL
182,87,81,86,97,XL,XL
177,59,107,75,113,S,S
157,86,106,75,111,L,S
150,75,108,86,101,XL,L
186,77,88,70,101,L,S
170,63,101,85,108,L,S
181,84,81,87,99,M,XL
184,78,80,86,95,M,XL
154,67,86,91,111,S,XL
155,51,97,92,111,XS,M
174,51,98,69,96,L,XL
178,59,102,88,101,XS,L
156,67,91,75,96,XL,S
189,71,90,85,91,XS,S
162,68,106,76,113,XS,L
187,50,109,90,108,L,M
167,73,106,67,91,XS,M
151,85,88,73,113,L,L
157,74,107,91,112,L,XL
182,80,86,66,112,L,M
187,80,96,70,107,S,M
176,51,90,88,94,S,L
169,68,106,70,100,L,L
161,61,81,81,95,S,M
180,59,102,72,100,XL,XL
176,80,97,65,86,M,S
181,71,101,89,109,S,S
159,72,108,72,86,XS,S
152,72,105,86,102,S,S
176,64,91,79,89,XL,M
184,75,88,82,98,XL,M
180,52,90,77,92,XL,S
164,72,84,89,90,S,S
165,69,105,72,112,M,XL
162,89,86,93,93,XS,XL
184,88,108,84,90,M,XL
170,67,103,77,101,M,XL
160,55,104,78,92,L,XL
179,76,108,79,87,XS,M
184,85,84,70,96,L,S
171,64,85,65,97,L,XL
187,86,92,71,102,M,XL
180,54,90,65,107,L,XL
163,88,87,79,95,XS,M
181,56,81,70,98,S,L
185,69,94,69,85,XS,S
181,59,89,76,111,S,M
164,75,87,90,99,S,M
184,53,81,94,113,XL,M
152,87,100,67,102,XL,XL
165,73,94,86,106,S,M
154,63,108,84,102,L,L
170,50,85,78,101,S,M
168,73,101,70,98,XL,S
174,76,101,68,104,M,XL
153,56,82,79,108,M,S
178,58,90,81,106,M,S
168,84,90,69,100,S,M
151,61,95,88,88,S,M
159,70,82,70,106,L,XL
174,52,88,74,90,XL,XL
169,64,82,73,109,S,S
168,70,98,68,100,XS,XL
172,59,90,90,104,XS,M
173,82,93,73,90,XL,L
160,55,81,72,99,XS,M
183,51,86,67,110,XS,S
177,78,89,94,85,XL,M
154,82,99,84,107,S,L
170,53,80,65,95,L,L
161,53,85,89,85,S,M
153,78,100,84,92,XS,XL
169,86,93,91,98,XS,S
187,69,106,94,89,L,XL
174,72,81,69,97,XL,M
163,67,85,67,99,XS,S
160,74,80,68,93,S,L
181,50,82,93,92,S,S
167,83,92,87,101,XS,M
176,69,82,88,103,M,M
167,86,94,83,114,XS,XL
160,71,101,83,102,M,XL
154,83,83,94,88,S,L
172,88,109,87,86,S,S
174,52,96,72,108,S,L
159,66,84,78,89,XS,S
171,73,100,69,101,XL,XL
150,52,103,83,112,XL,S
156,56,87,69,91,M,L
153,74,100,67,113,XS,M
150,52,103,94,100,XS,M
164,64,109,81,85,L,M
189,78,89,71,113,XL,XL
161,78,86,81,96,M,L
171,59,96,90,103,L,S
171,81,107,77,93,XS,L
166,72,86,86,100,L,L
178,88,106,86,113,S,XL
163,58,103,78,114,XL,S
169,86,98,87,91,M,S
182,89,88,76,114,S,L
164,63,103,75,113,XL,L
161,53,81,65,99,S,M
189,69,101,91,96,L,L
179,63,98,76,90,L,M
152,62,85,66,99,XL,L
177,80,89,78,112,M,L
175,82,92,69,87,M,XL
179,88,104,67,86,L,L
162,77,81,76,89,M,XL
162,74,89,76,92,XS,XL
151,81,89,93,103,M,S
186,58,105,85,105,L,XL
187,77,84,71,114,XS,S
151,80,101,65,100,XS,S
185,66,83,67,103,XL,M
175,72,102,75,114,L,S
160,62,81,77,107,M,M
157,59,86,86,100,XS,M
189,65,97,87,90,L,M
171,55,96,74,106,XL,L
169,60,90,83,85,S,XL
157,52,100,68,102,S,XL
175,62,107,75,89,XS,L
179,66,107,73,96,XS,S
165,87,80,81,109,L,M
165,66,109,77,113,M,XL
176,64,104,85,97,L,M
172,85,100,75,105,S,L
173,77,91,65,110,XL,L
158,64,106,72,106,L,L
184,60,105,87,113,XS,M
166,84,82,80,98,L,XL
180,83,84,68,95,L,M
157,76,93,89,112,M,M
164,59,91,94,93,L,XL
169,78,108,87,100,M,S
188,78,96,93,103,L,S
161,72,103,66,94,S,S
166,70,106,77,110,L,S
178,61,85,86,88,S,L
168,79,91,91,111,S,M
160,82,81,72,105,S,S
183,67,83,83,92,XS,L
156,63,99,67,95,XS,S
183,71,104,83,114,S,XL
169,70,104,81,90,XS,S
187,50,100,73,88,S,XL
173,64,91,85,105,S,M
159,85,82,89,111,XL,S
181,71,96,85,107,XS,XL
164,81,85,87,114,XL,M
186,82,103,81,108,S,S
169,88,96,89,89,S,S
186,51,96,68,106,M,L
189,51,90,87,109,S,L
157,87,102,91,87,XS,M
189,78,86,79,91,L,XL
172,52,81,76,108,L,L
189,88,98,89,106,L,XL
160,56,81,81,96,XL,XL
157,85,101,76,87,S,L
178,78,108,80,101,M,L
179,86,92,94,87,XS,XL
159,85,103,77,95,L,XL
188,72,103,75,90,L,S
177,65,95,79,95,XS,S
185,80,96,93,88,L,XL
162,83,90,80,101,XL,L
181,50,88,70,106,S,S
185,67,106,91,85,S,XL
186,89,103,90,96,M,XL
175,64,88,75,108,XL,M
171,66,108,79,87,M,M
153,59,93,69,100,L,XL
180,69,92,67,87,S,XL
167,55,104,90,98,M,XL
187,57,90,66,101,M,S
172,81,101,79,91,L,S
171,53,82,66,110,XS,XL
151,88,80,92,108,XL,S
181,75,98,76,103,XL,XL
154,74,92,85,89,M,L
187,85,86,80,85,M,L
159,56,92,78,109,M,L
189,59,105,68,108,M,M
173,61,85,72,94,XS,L
184,50,82,76,102,L,XL
172,74,85,87,94,L,XL
166,65,107,78,85,XS,M
150,54,82,84,113,L,XL
180,68,92,90,97,M,XL
180,53,92,77,88,XS,M
183,55,109,93,109,M,M
158,75,104,69,96,L,M
171,88,92,76,108,XL,XL
162,88,80,74,100,XS,M
167,63,87,83,110,S,S
161,58,84,77,96,M,M
189,64,99,73,90,L,M
166,86,96,75,100,M,M
164,69,88,69,96,S,M
164,57,92,92,109,XS,S
164,81,104,77,110,M,XL
188,70,92,74,108,L,L
166,78,93,93,89,XS,XL
181,80,90,79,112,M,M
158,55,104,84,113,XS,XL
169,78,93,68,109,S,XL
175,52,104,69,109,M,XL
176,50,86,72,103,XS,M
170,64,103,69,96,M,S
167,70,96,65,92,L,L
162,80,83,82,88,L,XL
165,56,89,83,110,M,S
158,66,89,83,91,S,L
168,52,91,73,107,M,XL
156,79,88,90,89,M,L
167,78,94,86,101,XL,M
165,63,91,89,112,XL,S
188,84,105,84,108,XS,XL
174,79,105,67,87,S,S
181,75,80,77,86,S,M
189,56,94,70,103,L,XL
162,88,90,70,113,S,XL
186,54,86,82,86,XL,XL
155,84,91,69,98,XL,S
168,63,99,81,110,L,L
162,85,104,93,85,M,S
175,76,85,89,100,XL,M
163,73,101,89,99,M,XL
180,89,82,67,102,XS,M
153,78,89,69,113,L,M
188,71,105,67,86,XS,XL
157,57,100,87,112,L,L
174,64,105,77,95,XS,S
162,54,101,79,105,XS,M
181,53,109,81,101,S,S
187,60,83,79,97,XL,M
187,67,92,69,96,L,XL
177,79,98,86,110,XL,XL
179,64,84,78,108,S,XL
152,55,102,75,86,XL,XL
177,65,106,92,106,L,XL
152,89,101,78,105,S,S
183,58,97,71,102,M,M
171,76,100,87,96,L,L
187,85,107,74,106,XL,M
157,76,95,75,98,XS,S
157,58,95,94,106,M,M
155,54,95,70,103,XS,L
163,71,107,69,97,XL,M
181,80,101,84,108,XS,XL
159,79,95,77,87,L,L
152,70,80,76,109,XS,L
180,55,99,83,89,L,S
180,74,87,89,96,XS,S
170,81,85,84,85,L,L
169,84,107,85,105,S,M
171,73,95,73,100,XS,S
153,88,96,68,110,S,M
162,79,91,93,96,M,M
169,81,106,79,107,M,L
162,80,98,67,101,XS,XL
166,72,103,87,110,XL,M
182,82,82,88,97,XL,M
150,74,92,84,107,S,XL
164,85,95,84,88,L,XL
162,73,90,78,111,XL,L
166,80,99,78,88,XS,S
173,88,106,73,111,S,L
157,62,95,90,99,L,XL
176,59,99,87,94,M,S
172,72,81,67,107,L,L
157,81,106,73,87,M,M
188,77,83,68,99,XL,M
186,65,107,81,90,XL,M
177,65,96,89,95,XS,XL
174,67,80,70,86,S,M
151,65,109,91,112,S,M
167,60,84,82,86,M,XL
166,55,101,77,85,S,S
179,50,91,71,95,M,L
162,87,85,70,110,L,M
181,77,104,88,90,XS,S
178,66,96,67,87,XS,L
179,50,105,93,104,L,L
167,81,101,92,89,XL,L
170,89,87,69,93,L,L
166,88,94,81,89,L,XL
189,88,98,74,107,XL,L
168,59,108,71,96,L,M
164,85,100,68,96,S,S
180,68,107,71,98,S,XL
182,51,100,85,99,L,M
150,53,107,72,95,M,S
184,78,81,69,88,L,S
160,80,90,69,95,L,M
183,66,102,71,110,XL,XL
165,59,99,86,93,M,M
158,76,96,68,90,M,S
181,64,100,66,101,XS,M
164,80,97,88,93,XL,M
161,70,94,83,111,L,L
182,75,86,66,107,XS,L
163,87,95,80,90,XL,M
157,66,108,79,88,XL,M
176,52,80,74,104,S,XL
161,63,107,87,95,L,M
150,62,97,90,87,XL,S
189,76,106,70,108,XL,XL
160,50,101,88,108,XS,S
188,66,87,77,102,XL,XL
180,83,86,94,100,S,XL
166,63,104,70,105,S,S
182,66,109,87,100,XL,M
181,52,81,66,113,L,XL
170,89,95,78,96,L,S
170,74,88,82,98,XL,S
189,51,99,70,93,S,M
172,83,90,89,91,M,M
155,75,94,94,98,XS,XL
171,80,82,83,104,L,S
187,58,102,91,104,S,M
186,79,100,90,94,L,S
184,70,100,94,91,L,S
160,78,107,77,103,XS,XL
151,74,85,77,95,XL,L
189,58,85,70,113,XS,M
188,75,83,91,92,S,L
177,86,84,92,85,L,XL
166,65,102,90,107,XL,M
155,86,109,91,92,S,S
168,61,87,93,89,XL,S
187,73,85,83,112,XS,S
151,69,107,91,86,M,M
187,58,82,80,88,XS,XL
186,72,102,69,106,XL,L
153,88,87,76,109,S,M
171,78,98,81,86,XS,L
175,80,100,66,99,XS,L
185,68,90,74,104,XL,S
166,76,105,84,114,L,XL
185,79,107,93,108,L,XL
168,70,99,89,108,M,S
184,84,91,81,86,XS,L
189,56,99,83,90,L,S
167,72,87,77,98,L,S
189,64,98,80,89,XL,M
161,83,95,85,110,M,XL
157,62,106,67,86,L,M
173,53,100,68,98,XL,S
165,67,97,91,97,S,M
153,72,88,71,86,S,L
187,82,83,67,114,M,M
176,83,88,73,107,XL,S
158,83,104,72,93,L,L
165,85,81,93,87,XS,XL
161,84,88,82,99,S,XL
173,77,97,78,87,XS,M
163,63,90,84,96,L,S
174,83,92,92,90,L,XL
183,60,85,93,103,S,XL
152,62,88,69,101,S,M
173,82,95,67,90,L,S
158,51,83,74,111,L,S
175,83,81,75,103,M,L
169,78,86,81,101,XS,XL
189,86,94,72,100,XL,M
159,53,104,73,105,XL,XL
168,61,85,72,92,M,M
173,77,106,92,108,L,M
154,52,109,66,103,M,S
176,59,96,94,104,S,M
165,67,83,80,99,S,XL
164,76,98,73,92,L,L
184,80,86,90,87,XS,XL
172,60,105,90,92,XL,M
180,83,100,67,108,S,S
161,69,82,79,106,XS,S
153,70,81,80,102,L,L
172,67,108,87,101,M,XL
150,70,97,92,92,M,M
174,68,84,74,110,M,L
151,53,92,78,104,L,L
179,62,92,76,95,M,S
152,67,103,73,114,XS,L
170,78,103,87,111,S,M
169,62,91,76,98,S,XL
171,76,100,77,94,XS,M
170,68,92,87,99,XL,XL
182,50,97,77,96,XL,L
187,87,92,81,104,L,M
164,68,83,66,101,S,S
164,50,102,84,92,L,XL
174,89,109,87,110,M,S
170,66,101,73,98,L,XL
173,70,89,85,109,XS,L
154,71,102,72,110,L,XL
153,88,87,93,109,XS,XL
176,81,93,83,112,S,XL
167,53,107,67,112,XL,L
177,53,107,70,95,XL,S
184,50,87,90,96,XS,M
171,82,95,75,104,XS,S
189,56,86,68,100,L,M
172,58,82,67,109,L,M
152,50,108,68,111,L,M
189,65,83,67,104,XS,XL
174,55,86,79,94,XS,L
157,51,83,76,103,L,L
160,58,88,79,102,XL,L
186,72,96,75,85,L,XL
187,57,96,75,111,M,L
178,88,99,77,106,S,XL
154,74,93,76,88,M,S
151,84,108,93,91,L,S
189,67,92,84,110,L,XL
179,76,83,83,85,XS,XL
160,64,92,83,112,M,S
161,54,96,67,109,XL,L
188,65,94,80,92,M,L
175,64,109,73,110,XL,M
162,83,97,91,101,M,S
157,68,90,91,113,L,XL
177,57,83,78,92,XS,S
179,59,107,94,89,M,L
158,54,99,92,85,XL,M
180,71,89,67,88,S,L
170,72,101,88,91,S,L
183,62,92,84,98,L,S
174,69,87,83,105,XL,L
161,77,107,88,111,XS,M
150,86,92,67,87,L,XL
171,73,88,85,112,XS,L
189,82,109,65,111,XS,S
186,69,80,76,104,L,L
150,79,80,85,102,M,S
170,66,101,71,112,L,L
164,85,83,66,86,XL,M
166,63,106,82,114,XS,L
171,68,99,94,113,XS,XL
187,56,80,89,111,M,M
184,52,104,79,90,XS,XL
165,82,91,79,114,L,L
157,81,90,74,91,XL,M
166,60,98,81,91,M,M
166,51,94,82,97,L,XL
162,53,89,93,92,XL,XL
166,66,80,79,109,S,M
187,66,103,90,114,S,L
166,77,82,87,114,L,L
155,89,94,73,97,XL,L
184,72,80,75,108,XL,M
163,73,89,79,104,L,L
157,78,101,87,112,M,M
164,53,80,67,108,XS,L
162,78,82,65,113,XS,L
180,68,100,88,101,XL,S
184,76,99,81,97,S,S
155,78,102,75,113,S,M
154,85,101,94,100,L,M
171,84,91,82,108,M,L
172,55,98,75,99,M,S
174,72,95,92,95,XS,L
183,88,106,71,96,L,M
175,57,87,65,106,M,XL
154,51,103,76,109,L,S
175,62,93,68,87,XS,S
169,89,97,89,108,XL,XL
155,70,102,72,109,L,XL
155,80,109,79,93,S,S
167,85,80,75,112,XL,S
153,87,81,94,98,M,S
166,76,103,93,114,XS,M
163,85,91,72,91,XS,S
162,70,81,67,95,L,S
156,62,107,85,94,S,XL
168,75,100,91,103,S,XL
184,89,86,76,86,S,XL
166,56,85,72,101,XS,L
184,88,85,91,113,L,S
168,71,101,87,86,S,S
169,88,87,94,105,M,S
185,72,84,87,100,XS,XL
181,67,105,90,94,XS,S
189,67,86,87,88,XS,S
156,79,89,71,110,XS,S
150,75,82,84,101,S,L
184,56,109,92,112,S,S
181,56,93,67,110,L,S
185,54,101,93,108,M,XL
162,50,82,80,96,L,M
155,67,80,76,105,XL,S
163,62,80,93,94,L,XL
186,74,98,69,100,M,M
164,89,83,82,88,M,XL
153,57,109,72,87,L,XL
189,59,81,76,93,L,L
165,87,103,85,85,M,XL
175,64,92,80,108,XL,S
177,89,95,74,94,S,L
181,69,95,87,102,S,L
152,55,99,67,111,M,L
157,79,100,89,107,XS,XL
173,57,99,66,103,L,XL
164,80,88,91,88,XL,XL
180,81,95,78,87,L,S
158,64,106,73,90,XL,XL
188,67,86,91,93,XS,XL
157,73,83,68,93,M,M
156,89,92,92,101,XS,XL
188,63,87,90,94,S,XL
165,77,81,93,90,XL,M
184,60,86,86,100,M,XL
179,55,90,79,101,L,M
159,74,96,77,95,XS,M
187,50,103,87,104,L,XL
167,74,108,83,91,M,S
154,51,93,73,88,XS,XL
178,81,107,68,109,XS,S
188,62,109,85,114,L,XL
183,82,92,72,94,L,S
172,81,94,92,105,S,XL
154,73,101,79,98,L,L
179,76,107,78,109,XL,L
155,53,100,67,101,S,M
178,72,88,94,112,XS,L
172,78,82,94,98,L,L
155,83,104,91,104,M,XL
167,79,92,72,97,XS,XL
164,75,88,78,86,L,XL
189,69,97,77,93,M,M
181,65,84,79,87,S,XL
158,52,90,75,88,S,XL
186,86,81,91,96,S,M
159,89,96,79,114,XS,XL
155,72,99,90,104,XS,M
152,50,100,88,92,XL,L
160,82,83,86,102,L,XL
181,66,106,73,86,L,S
153,83,97,86,112,S,M
153,66,103,79,106,XS,M
166,53,99,65,93,XL,XL
168,62,87,76,112,S,XL
154,53,98,70,109,S,M
181,56,91,65,98,XL,XL
171,58,107,86,85,L,XL
150,69,107,70,94,L,L
169,53,82,81,86,S,M
171,50,91,77,90,XL,M
160,83,94,73,110,M,XL
162,76,95,72,103,XL,XL
152,70,92,79,93,M,M
158,73,86,82,103,L,XL
172,84,82,85,93,XL,S
163,74,91,90,87,M,L
158,70,108,65,101,M,XL
172,62,91,82,97,XL,L
159,52,97,85,97,M,S
168,53,82,91,91,M,S
154,53,91,90,93,XL,XL
172,77,108,94,109,XL,L
177,60,105,81,85,XS,M
174,59,81,71,106,L,S
159,86,93,86,104,XS,S
163,62,93,71,97,S,L
184,61,95,72,93,XL,S
183,71,84,93,113,S,S
159,86,103,76,85,XS,XL
184,79,96,71,93,M,M
160,78,86,77,113,S,XL
170,70,102,86,104,XL,L
156,67,91,80,104,L,XL
166,76,90,65,88,XL,M
151,86,98,71,113,M,L
161,61,90,67,100,XL,L
167,72,81,70,98,XS,L
160,83,94,92,104,L,S
165,87,84,85,106,XS,M
184,74,108,86,102,XL,M
175,53,109,67,109,S,M
165,79,100,72,111,S,M
155,79,100,78,106,M,M
161,62,95,87,110,XS,M
162,63,83,73,106,XS,S
153,57,106,69,93,XL,XL
188,73,102,92,85,S,M
175,84,101,81,87,XL,M
176,74,81,91,104,XS,L
176,66,94,74,85,XS,L
164,81,83,91,87,XL,L
157,73,108,72,98,XL,L
156,56,95,82,114,XL,M
189,62,109,70,98,XS,L
161,76,106,81,107,L,S
162,54,86,86,114,XS,M
166,85,104,68,106,XL,XL
166,75,104,85,97,S,L
185,80,91,79,85,L,M
170,59,82,74,99,M,S
154,71,88,77,104,L,M
175,61,87,86,91,L,XL
185,76,85,89,104,L,L
177,82,109,86,107,XS,M
178,69,94,86,105,S,L
186,89,102,92,99,XS,S
179,62,106,90,104,XL,XL
172,63,104,69,99,L,M
159,67,109,86,90,S,M
156,78,93,87,85,XL,M
186,65,105,89,114,XS,L
178,84,98,85,114,L,M
152,83,92,85,100,XS,M
185,53,82,90,102,XL,L
168,54,83,84,97,XS,L
162,59,105,80,96,L,XL
170,78,108,92,102,XL,XL
186,81,93,88,112,L,XL
176,80,93,93,94,L,XL
178,51,105,82,98,XL,L
174,76,89,72,113,L,XL
155,54,88,66,109,M,XL
185,86,93,81,95,L,L
151,76,87,74,102,XL,S
167,70,83,91,96,XS,S
154,73,83,72,101,L,XL
185,80,91,70,112,L,XL
168,59,108,82,87,XL,S
172,51,87,88,114,M,S
183,80,82,67,105,XL,L
162,74,97,90,85,XS,L
178,53,86,68,85,XS,XL
185,60,80,85,90,L,XL
171,66,101,77,103,XL,XL
188,58,82,72,106,XL,L
168,54,108,89,97,L,XL
187,69,82,78,110,XS,XL
155,78,94,78,96,XL,L
158,77,98,65,92,XS,L
181,57,107,66,104,L,S
153,80,83,92,110,M,M
167,69,92,84,108,S,M
154,76,92,65,91,XS,L
169,57,94,75,105,XL,S
172,70,98,70,91,M,L
160,77,95,79,91,S,XL
186,72,86,76,98,XL,S
171,55,82,69,113,XL,XL
153,52,109,93,110,L,L
183,58,99,76,107,XL,XL
180,88,104,78,108,M,L
156,54,90,83,109,S,L
153,60,80,69,111,L,M
168,64,95,67,104,M,XL
180,62,95,82,103,M,XL
184,56,89,70,109,L,XL
170,89,96,73,109,L,L
180,55,109,90,102,M,XL
168,88,82,71,90,M,M
180,79,97,85,100,XS,S
151,74,93,66,105,XL,S
159,77,100,84,86,S,S
151,88,81,76,104,S,S
173,52,91,66,95,M,XL
166,54,90,92,103,L,L
181,50,109,77,102,XS,M
165,64,96,93,106,XS,M
165,75,106,72,95,S,XL
188,52,85,90,87,XL,L
180,89,98,87,88,XL,L
173,83,92,71,90,XL,S
150,54,86,67,96,XL,M
160,80,101,87,113,XS,M
170,62,90,72,112,XS,M
156,71,92,65,88,XS,M
161,75,100,65,114,L,XL
182,50,98,80,86,XL,L
160,58,98,94,96,S,S
177,72,102,68,97,L,L
181,51,94,66,110,S,M
150,63,93,87,113,XL,L
177,87,108,93,100,L,S
173,65,100,68,92,M,XL
153,78,99,89,89,S,XL
168,60,83,82,114,XL,S
175,55,108,76,98,M,S
160,52,86,88,99,M,L
189,63,80,65,114,XS,S
160,51,102,67,95,L,L
152,81,103,68,94,XL,XL
161,80,98,94,94,M,L
152,60,82,70,108,M,L
176,71,99,81,90,S,XL
151,52,94,94,100,XL,M
165,80,92,72,112,XL,S
179,73,93,80,105,L,XL
169,50,86,85,88,XL,L
177,86,92,88,93,S,S
159,76,86,89,89,L,S
189,61,106,92,94,L,L
182,52,81,85,100,XL,L
162,79,96,72,95,L,M
186,81,80,68,90,S,L
165,72,105,92,91,L,M
171,51,93,73,111,XL,XL
169,56,109,72,96,M,S
176,83,101,85,111,XS,M
165,81,107,83,97,L,S
181,81,80,85,93,XL,S
175,63,105,85,112,M,S
174,52,82,68,92,M,S
